id,lot_area,bedrooms,baths,year_built,saleprice
931,1100,2,2,2018,264000
932,1200,2,2,2018,288000
933,1300,2,2,2018,312000
934,1400,2,2,2018,336000
935,1500,2,2,2018,360000
936,1600,2,2,2018,384000
937,1700,2,2,2018,408000
938,1800,2,2,2018,432000
939,1900,2,2,2018,456000
940,2000,2,2,2018,480000
941,2100,2,2,2018,504000
942,2200,2,2,2018,528000
943,2300,2,2,2018,552000
944,2400,2,2,2018,576000
945,2500,2,2,2018,600000
946,1100,3,1,2018,264000
947,1200,3,1,2018,288000
948,1300,3,1,2018,312000
949,1400,3,1,2018,336000
950,1500,3,1,2018,360000
951,1600,3,1,2018,384000
952,1700,3,1,2018,408000
953,1800,3,1,2018,432000
954,1900,3,1,2018,456000
955,2000,3,1,2018,480000
956,2100,3,1,2018,504000
957,2200,3,1,2018,528000
958,2300,3,1,2018,552000
959,2400,3,1,2018,576000
960,2500,3,1,2018,600000
961,1100,3,2,2018,264000
962,1200,3,2,2018,288000
963,1300,3,2,2018,312000
964,1400,3,2,2018,336000
965,1500,3,2,2018,360000
966,1600,3,2,2018,384000
967,1700,3,2,2018,408000
968,1800,3,2,2018,432000
969,1900,3,2,2018,456000
970,2000,3,2,2018,480000
971,2100,3,2,2018,504000
972,2200,3,2,2018,528000
973,2300,3,2,2018,552000
974,2400,3,2,2018,576000
975,2500,3,2,2018,600000
976,1100,3,3,2018,264000
977,1200,3,3,2018,288000
978,1300,3,3,2018,312000
979,1400,3,3,2018,336000
980,1500,3,3,2018,360000
981,1600,3,3,2018,384000
982,1700,3,3,2018,408000
983,1800,3,3,2018,432000
984,1900,3,3,2018,456000
985,2000,3,3,2018,480000
986,2100,3,3,2018,504000
987,2200,3,3,2018,528000
988,2300,3,3,2018,552000
989,2400,3,3,2018,576000
990,2500,3,3,2018,600000
991,1100,1,1,2018,264000
992,1200,1,1,2018,288000
993,1300,1,1,2018,312000
994,1400,1,1,2018,336000
995,1500,1,1,2018,360000
996,1600,1,1,2018,384000
997,1700,1,1,2018,408000
998,1800,1,1,2018,432000
999,1900,1,1,2018,456000
1000,2000,1,1,2018,480000
1001,2100,1,1,2018,504000
1002,2200,1,1,2018,528000
1003,2300,1,1,2018,552000
1004,2400,1,1,2018,576000
1005,2500,1,1,2018,600000
1006,1100,2,1,2018,264000
1007,1200,2,1,2018,288000
1008,1300,2,1,2018,312000
1009,1400,2,1,2018,336000
1010,1500,2,1,2018,360000
1011,1600,2,1,2018,384000
1012,1700,2,1,2018,408000
1013,1800,2,1,2018,432000
1014,1900,2,1,2018,456000
1015,2000,2,1,2018,480000
1016,2100,2,1,2018,504000
1017,2200,2,1,2018,528000
1018,2300,2,1,2018,552000
1019,2400,2,1,2018,576000
1020,2500,2,1,2018,600000
1021,1100,2,2,2018,264000
1022,1200,2,2,2018,288000
1023,1300,2,2,2018,312000
1024,1400,2,2,2018,336000
1025,1500,2,2,2018,360000
1026,1600,2,2,2018,384000
1027,1700,2,2,2018,408000
1028,1800,2,2,2018,432000
1029,1900,2,2,2018,456000
1030,2000,2,2,2018,480000
1031,2100,2,2,2018,504000
1032,2200,2,2,2018,528000
1033,2300,2,2,2018,552000
1034,2400,2,2,2018,576000
1035,2500,2,2,2018,600000
1036,1100,3,1,2018,264000
1037,1200,3,1,2018,288000
1038,1300,3,1,2018,312000
1039,1400,3,1,2018,336000
1040,1500,3,1,2018,360000
1041,1600,3,1,2018,384000
1042,1700,3,1,2018,408000
1043,1800,3,1,2018,432000
1044,1900,3,1,2018,456000
1045,2000,3,1,2018,480000
1046,2100,3,1,2018,504000
1047,2200,3,1,2018,528000
1048,2300,3,1,2018,552000
1049,2400,3,1,2018,576000
1050,2500,3,1,2018,600000
1051,1100,3,2,2018,264000
1052,1200,3,2,2018,288000
1053,1300,3,2,2018,312000
1054,1400,3,2,2018,336000
1055,1500,3,2,2018,360000
1056,1600,3,2,2018,384000
1057,1700,3,2,2018,408000
1058,1800,3,2,2018,432000
1059,1900,3,2,2018,456000
1060,2000,3,2,2018,480000
1061,2100,3,2,2018,504000
1062,2200,3,2,2018,528000
1063,2300,3,2,2018,552000
1064,2400,3,2,2018,576000
1065,2500,3,2,2018,600000
1066,1100,3,3,2018,264000
1067,1200,3,3,2018,288000
1068,1300,3,3,2018,312000
1069,1400,3,3,2018,336000
1070,1500,3,3,2018,360000
1071,1600,3,3,2018,384000
1072,1700,3,3,2018,408000
1073,1800,3,3,2018,432000
1074,1900,3,3,2018,456000
1075,2000,3,3,2018,480000
1076,2100,3,3,2018,504000
1077,2200,3,3,2018,528000
1078,2300,3,3,2018,552000
1079,2400,3,3,2018,576000
1080,2500,3,3,2018,600000
